,file,society,date,avis_positif,avis_negatif,status,poste,localisation,mean_rate,general_rate
159,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13790-AVIS-SOC-GLASSDOOR-E9028_P2.html,Gfi Informatique,"Nov 16, 2019",Les missions sont plutôt intéressantes,La rémunération est vraiment trop basse et les augmentations sont dérisoires.,Employé actuel,UX Designer,Niort,3.4,3.0
160,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13633-AVIS-SOC-GLASSDOOR-E672181_P1.html,Softeam,"Sep 30, 2019",Taille humaine-proximité des managers,Avantages sociaux quasi inexistant,Employé actuel,Employé anonyme,Paris,3.4,3.0
161,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13615-AVIS-SOC-GLASSDOOR-E6538_P2.html,CNH Industrial,"May 26, 2017","Environnement de travail tres interessant. Les collègues sont sympathiques et toujours prèt à donner un coup de main. 
Flexibilité sur le temps de travail. 
Société multiculturelle","Documentations nécessaires pour certains projets très souvent manquant.
Possibilités de croissance réduites
Les formations internes sont rares ou bien souvent absentes
Beaucoup de projets lancés en parallèle",Consultant .NET,None,Turin,3.5,4.0
162,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13668-AVIS-SOC-GLASSDOOR-E1127933_P2.html,cerema,"Jan 29, 2017","la diversité des profils 
une opportunité pour apprendre et découvrir le métier de la recherche scientifique dans le but de résoudre des problèmes du quotidien","Manque d'organisation
la restauration est trop chère pour un stagiaire",Ancien stagiaire,Stagiaire anonyme,None,3.9,3.0
163,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13636-AVIS-SOC-GLASSDOOR-E1303620_P1.html,2S2I Solutions & Services,"Jul 23, 2019","Une visite (presque) mensuelle des collaborateurs par les commerciaux(ales)
Paiement d'une formation négociable à la signature du contrat
Missions plutôt intéressantes","Aucune information sur l'évolution de ma carrière
Culture d'entreprise très peu développée
Une convention Syntec très désavantageuse (notamment pour les congés et les frais de déplacement)",Employé actuel,CP AMOA,Montpellier,3.3,3.0
164,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13728-AVIS-SOC-GLASSDOOR-E200717_P1.html,Astek,"Dec 5, 2019",comme les autres esn de +1000 salariés... frais déplacement et TR... CE a minima,une esn qui rachète pour grossir et avec ses inconvénients dans sa gestion rh à moyen-long terme...,Ancien employé,Agile Consultant/Product Owner,Paris,2.9,2.0
165,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13552-AVIS-SOC-GLASSDOOR-E2131167_P1.html,Atos Consulting,"Jun 26, 2019","Mutuelle, salaire correct, avantages CE","Pas de suivi ni écoute du management, pas de changement de mission malgré plusieurs mois sur un projet peu intéressant et dans un contexte difficile",Employé actuel,Senior Consultant,Paris,2.8,2.0
166,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13796-AVIS-SOC-GLASSDOOR-E3054_P1.html,Accor,"Dec 11, 2019",Groupe qui met à disposition beaucoup de moyen pour vous inclure. Beaucoup de postes très intéressant au même sein du groupe. Le siège à Issy Les Moulineaux est un super endroit pour travailler !,Avantages salariés pas assez intéressants,Ancien employé,Alternant,Issy,3.8,5.0
167,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13704-AVIS-SOC-GLASSDOOR-E9347_P2.html,Sanofi,"Nov 11, 2019",Qualité de vie - équilibre vie privée vie professionnelle,Manque de vison / stratégie à long terme,Employé actuel,Business Analyst,Gentilly,3.6,4.0
168,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13607-AVIS-SOC-GLASSDOOR-E301204_P1.html,Volvo Information Technology,"Dec 4, 2016","Culture suédoise, bon équilibre entre vie professionnelle et vie privée",Certains anciens sont là depuis très longtemps et ne veulent pas vraiment accepter le changement.,Ancien employé,Anonymous,Lyon,3.5,4.0
169,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13725-AVIS-SOC-GLASSDOOR-E10842_P2.html,Plastic Omnium,"May 7, 2019","Bon mindset, locaux propres et modernes, effectif jeune et dynamique",Manque de visibilité sur l’avenir de la société,Employé actuel,Employé anonyme,Compiègne,3.5,3.0
170,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13691-AVIS-SOC-GLASSDOOR-E1130973_P2.html,Groupe Adéquat,"Nov 24, 2017","Valeurs humaines et respect des individus, peu importe leur place dans l'entreprise, leur qualification et leur ancienneté",Mutuelle beaucoup trop chère -> environ 50€/salarié/mois,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",3.9,5.0
171,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13596-AVIS-SOC-GLASSDOOR-E111193_P2.html,Lacoste,"Mar 6, 2019","Marque, équipes jeunes et dynamiques","Manque de transparence, de culture du feedback",Employé actuel,Employé anonyme,"Montréal, QC",3.4,3.0
172,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13700-AVIS-SOC-GLASSDOOR-E1127781_P1.html,CELINE,"Nov 19, 2019",esprit d'equipe et environnement de travail,Il y pas de 13 mois,Ancien employé,Conseiller,Paris,3.0,3.0
173,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13737-AVIS-SOC-GLASSDOOR-E2947949_P1.html,L&T Thales Technology Services,"Sep 29, 2019","Bien accueilli
Travail intéressant
Bonne entente au sein de l'équipe",Rien à redire sur les conditions de travail,Ancien stagiaire,Stagiaire anonyme,None,3.5,5.0
174,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13710-AVIS-SOC-GLASSDOOR-E476908_P1.html,CACIB,"Dec 11, 2019","Les rémunérations élevées, grace aussi aux chèques cadeaux récurrents et à toutes les offres du CE
Des locaux agréables et spacieux","Aucun suivi RH: je l ai rencontré en entretien de recrutement, jamais vu pendant 5 ans à part le jour de mon départ.
Des mobilités internes compliquées car aucun suivi RH",Ancien employé,Gestionnaire middle office banque,Paris,3.5,3.0
175,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13614-AVIS-SOC-GLASSDOOR-E230035_P2.html,SeLoger,"Aug 7, 2018","Equipes jeunes, Business intéressant, Amibition","Forte charge de travail, Stress lié au changements stratégiques, Des collègues peu engagés et mal formés",Employé actuel,Développeur back End,Paris,4.3,2.0
176,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13800-AVIS-SOC-GLASSDOOR-E1443740_P1.html,ibis,"Nov 26, 2019",dirigeants et managers très patients et respectueux,améliorations à faire sur la procédure d'encaissement,Ancien employé,Employé anonyme,Lyon,3.9,4.0
177,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13783-AVIS-SOC-GLASSDOOR-E231247_P1.html,ACCEO Solutions,"Nov 22, 2019",Belle collaboration avec l'équipe de gestion,Changements fréquents en raison de regroupements,Ancien employé,Employé anonyme,"Sherbrooke, QC",3.3,4.0
178,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13692-AVIS-SOC-GLASSDOOR-E929611_P2.html,Teads,"Aug 24, 2018","- Ce qu'on fait tous les jours apporte une vrai valeur
- Bonne ambiance détendu : fat boy, canapé, console, baby foot, céréales, fruits, boissons, bar, ...
- Organisation en feature team, on a l'impression d'être un peu une start up dans une grosse boite
- Projets intéressants côté business
- Beaucoup de travail, on s'ennuie jamais
- Pas mal de techno utilisées (java, scala, node, go, react, terraform, aws, .....","- Pas mal de code/projets legacy, mais tout le monde en a conscience et travaille pour améliorer",Employé actuel,Software Engineer,Montpellier,3.6,4.0
179,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13704-AVIS-SOC-GLASSDOOR-E9347_P1.html,Sanofi,"Dec 12, 2019","De belle possibilités, des gens passionés, un cadre de travail agréable, des avantages à de nombreux niveaux","De nombreux sites en France, donc pas mal de travail d'équipe à distance.",Employé actuel,Employé anonyme,Gentilly,3.6,5.0
180,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13562-AVIS-SOC-GLASSDOOR-E1303620_P1.html,2S2I Solutions & Services,"Jul 23, 2019","Une visite (presque) mensuelle des collaborateurs par les commerciaux(ales)
Paiement d'une formation négociable à la signature du contrat
Missions plutôt intéressantes","Aucune information sur l'évolution de ma carrière
Culture d'entreprise très peu développée
Une convention Syntec très désavantageuse (notamment pour les congés et les frais de déplacement)",Employé actuel,CP AMOA,Montpellier,3.3,3.0
181,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13746-AVIS-SOC-GLASSDOOR-E589990_P1.html,Capgemini Invent,"Dec 12, 2019","- Ambiance 
- Diversité des missions 
- Pas de sectorisation pour les juniors 
- Bonnes formations 
- Moments de convivialité","Selon les secteurs, beaucoup de déplacement mais cela fait partie du métier",Employé actuel,Employé anonyme,Issy,4.0,5.0
182,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13598-AVIS-SOC-GLASSDOOR-E1363502_P1.html,Lacoste Traiteur,"Jun 15, 2017","Les salariés sont écoutés, les responsables sont ouverts aux propositions
Repas fournis le midi 
Evenements d'entreprise","Les salaires sont assez bas et inégaux sur un même poste 
Manque de communication interne",Ancien employé,Employé anonyme,None,3.5,4.0
183,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13678-AVIS-SOC-GLASSDOOR-E379472_P2.html,Logware,"Jan 31, 2019","suivi commercial
Salaire
Organisation d’événement en dehors du travail","léger manque de formation
rien d'autre",Employé actuel,Ingénieur de production,Paris,3.6,4.0
184,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13621-AVIS-SOC-GLASSDOOR-E1178969_P1.html,Morgan Philips Group,"Aug 18, 2018",Une vision stratégique claire et efficace,Une croissance très forte un peu rapide,Ancien employé,Employé anonyme,Strasbourg,3.9,4.0
185,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13654-AVIS-SOC-GLASSDOOR-E899918_P1.html,ITS Overlap,"May 10, 2018",bonne ambiance avec les collègues,"manque de ressources
trop axé pratique de SSII",Employé actuel,Employé anonyme,Boulogne-Billancourt,3.0,3.0
186,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13709-AVIS-SOC-GLASSDOOR-E1365869_P1.html,Groupe Crédit Agricole du Maroc,"Oct 23, 2019","salaire, projets internationaux très intéressants","RAS dans l'ensemble, bon employeur",Employé actuel,Employé anonyme,Oujda,3.3,3.0
187,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13559-AVIS-SOC-GLASSDOOR-E13824_P1.html,SolidWorks,"Jan 25, 2018","Fait partie d'un grand groupe de renom comme DS (environnement international, réseau étendu mais pas toujours ouvert à la branche Solidworks).
Salaire, intéressement, CE (ticket vacances)
Infrastructure moderne du campus de Véilzy, grand parking.","Incompétence généralisée des manageurs
Vision (quand il y'en a une) trop court-termiste
Manque de culture du résultat
Fermé aux nouvelles idées ou applications - mécanique rouillé 
Problème récurrent de communication - manque de précision
Environnement toxique marqué par une politique d’insoumission masquée des subordonnés",Ancien employé,Ingénieur Consultant,Vélizy,3.5,1.0
188,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13648-AVIS-SOC-GLASSDOOR-E1137726_P1.html,Sparklane,"Dec 11, 2019",souplesse de travail ert salaire,"beaucoup d'heure au boulot! une équipe a paris et une a nantes, pas évident",Ancien employé,Sales,Paris,3.4,5.0
189,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13574-AVIS-SOC-GLASSDOOR-E1130973_P2.html,Groupe Adéquat,"Nov 24, 2017","Valeurs humaines et respect des individus, peu importe leur place dans l'entreprise, leur qualification et leur ancienneté",Mutuelle beaucoup trop chère -> environ 50€/salarié/mois,Employé actuel,Chargée De Recrutement,"Chaumont, Champagne-Ardenne",3.9,5.0
190,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13587-AVIS-SOC-GLASSDOOR-E1838_P1.html,Robert Half,"Dec 10, 2019",Aucuns avantages à être chez eux à part le véhicule de fonction au bout d'un an et demi d'ancienneté. Encore faut-il les atteindre.,"équipe de zinzins, des incompétents, imbus d'eux mêmes, sans aucune qualité managériale.",Ancien employé,Employé anonyme,"Saint-Mard, Île-de-France",3.6,1.0
191,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13809-AVIS-SOC-GLASSDOOR-E413452_P1.html,Transdev,"Nov 5, 2019","Un secteur d'activité passionnant. Une entreprise qui permet d'évoluer sur des métiers et des lieux géographiques très divers. Possibilité de télétravail en confiance. Sécurité de l'emploi. Rémunération : 13e mois, prime d'objectifs. Avantages : CE, cantine ou tickets restaurant, ordinateur portable et téléphone, carte fréquence SNCF si nécessaire.","Management instable, une stratégie relativement incohérente par conséquent. Un fossé qui se creuse de façon incessante entre les fonctions centrales et les activités opérationnelles. Trop peu de considération pour le métier.",Employé actuel,Employé anonyme,Issy,2.9,4.0
192,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13571-AVIS-SOC-GLASSDOOR-E1061225_P1.html,Expertime,"Aug 14, 2019",l'ambiance est agréable sur le lieu de travail,"organisation, charge de travail mal répartie",Employé actuel,Employé anonyme,Paris,3.7,3.0
193,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13572-AVIS-SOC-GLASSDOOR-E2098670_P2.html,Adsearch,"Mar 9, 2019",Si vous trouvez les avantages je suis preneur !,De la vrai poudre aux yeux. Un turnover incroyable des équipes. On vous force la main pour répondre au questionnaire du great place to work ! On vous pousse pour que vous mettiez la meilleure note. Des managers inexistants qui ne sont pas à l’écoute ! Veut prôner des valeurs humaines mais inexistantes ! Aucune parole n’est tenue de la part de la direction ! Je vous livre cette avis pour pas que vous tombiez dans le...,Ancien employé,Consultant en recrutement,Paris,4.5,1.0
194,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13628-AVIS-SOC-GLASSDOOR-E235643_P1.html,University of Montreal,"Dec 4, 2019","Équipe très chaleureuse.
Cuisine sur place.
vieux locaux.","Équipement très vieux.
Horaire rigide.
Supervision d'usine",Employé actuel,Assistance technique,"Montréal, QC",3.9,1.0
195,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13585-AVIS-SOC-GLASSDOOR-E13058_P2.html,Cegedim,"Sep 4, 2019",De bons challenges pour évoluer en compétence. Titres restaurants et mutuelle intéressante,"Pas de cantine d'entreprise - Restaurants de proximité chers. 
Pas de place de parking pour le personnel sauf dérogation particulière. 
Pas de salle de détente pour déjeuner, improvisation sur les salles de réunion tout au mieux.
Forte charge de travail avec de grosses pressions au rendez vous lorsque vous être en mode projet.
Attention on vous scrute et vous juge sur la posture.
Difficile de négocier de gros salaires avec 3 ans d'expérience dans le métier.
Payé au forfait cadre pour ne pas payer les heures supplémentaires de fou que vous pouvez être amené à faire.",Employé actuel,Consultant,Boulogne-Billancourt,3.3,2.0
196,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13648-AVIS-SOC-GLASSDOOR-E1137726_P2.html,Sparklane,"Feb 6, 2018","Equipes jeunes et dynamiques
Bonne ambiance","Management ""tiré""
Gros horaires de travail
Plus orienté développement que recherche",Ancien employé,Ingénieur recherche et développement,Nantes,3.4,1.0
197,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13637-AVIS-SOC-GLASSDOOR-E3133104_P1.html,ALTRAN,"Dec 8, 2019",il y a beaucoup de choses a apprendre,Conditions de travail doit être améliorées,Ancien employé,Employé anonyme,Paris,0.0,3.0
198,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13761-AVIS-SOC-GLASSDOOR-E1366034_P1.html,Artefact,"Nov 4, 2019","- Ambitieux programme de formation, beaucoup d'autonomie favorisant la montée en compétences 
- Cadre agréable et bonne ambiance 
-  Missions responsabilisantes et variées",- Manque de stabilité due à la jeunesse de l'entreprise,Employé actuel,Employé anonyme,Paris,4.0,5.0
199,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13733-AVIS-SOC-GLASSDOOR-E852040_P1.html,Yongzhi Plastic Electronics (Shenzhen) Co.,"Jan 26, 2017",mobilité du job surtout le soir,trop de travail et partage de données,,None,None,3.0,3.0
200,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13779-AVIS-SOC-GLASSDOOR-E33451_P1.html,GFI Software,"Apr 22, 2016",La mutuelle et le CE me paraissaient relativement interessants,"GFI ressemble à beaucoup d'autres SSII importantes, par l'effectif, qui ont eu une croissance externe importante tout en conservant une organisation et une gestion  de grosse PME",,None,Lyon,2.2,2.0
201,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13645-AVIS-SOC-GLASSDOOR-E14590_P1.html,Sephora,"Dec 3, 2019","Avantages sociaux, TR, variable",Toujours plus avec toujours moins,Employé actuel,Employé anonyme,Paris,3.6,5.0
202,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13714-AVIS-SOC-GLASSDOOR-E10777_P2.html,Lectra,"May 14, 2018","Gestion financière rigoureuse et saine
Très gros moyens (locaux, formations, ...)
Entreprise ambitieuse","Top management ultra-directif (peu de délégation, prise de décision difficile, ...)
Culture de la compétition entre les collaborateurs",Employé actuel,Employé anonyme,Cestas,3.5,4.0
203,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13554-AVIS-SOC-GLASSDOOR-E855284_P1.html,Atos Medical,"Dec 21, 2016","Si vous aimez les gens qui s'approprient vos succès, vos idées : allez-y
Pas de plan marketing, aucun dossier de remboursement en cours.
Fraude la sécurité sociale en se faisant rembourser les nouvelles prothèses phonatoires avec les anciennes références qui avaient, elles, le droit d'etre remboursées","Trop long à énumérer, mais tant que cette société sera manager que sous l'aspect financier sans tenir compte du reste et plus particulièrement des patients, elle stagnera",Ancien employé,Sales and Business Development Manager,"Bagneux, Île-de-France",2.6,1.0
204,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13584-AVIS-SOC-GLASSDOOR-E1044716_P1.html,Smile Group,"Nov 21, 2019","Ticket resto, ce, proximité manager","Régie difficile d'en sortir 
Manque d'expertise au seins des equipes",Employé actuel,Employé anonyme,Casablanca,3.7,4.0
205,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13584-AVIS-SOC-GLASSDOOR-E1044716_P2.html,Smile Group,"May 30, 2019","Diversité des missions, des collègues sympa, une bonne ambiance, la direction ne flic pas les employés","Locaux, salaires, travail en silos, manque de visions sur les projets",Employé actuel,Employé anonyme,Villeurbanne,3.7,3.0
206,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13716-AVIS-SOC-GLASSDOOR-E466295_P1.html,Sopra Steria,"Dec 12, 2019","Bonne ambiance générale
Ticket restaurant 
Mutuelle",Management pas assez présent sur l'aspect opérationnel.,Ancien employé,Employé anonyme,Paris,3.4,4.0
207,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13640-AVIS-SOC-GLASSDOOR-E427636_P1.html,Altran Engineering Solution,"Nov 21, 2019",Bon salaire pour un premier emploi,"Suivie inexistant, aucun contact a la fin du contrat",Employé actuel,OPC,Cholet,3.2,3.0
208,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13701-AVIS-SOC-GLASSDOOR-E1132974_P2.html,Les Echos,"Dec 12, 2017","50% titre de transport
Accès au restaurant d'entreprise, très varié",Bouclage quotidien et travail sous pression,Ancien stagiaire,Stagiaire anonyme,Paris,3.8,4.0
209,/home/virus/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13550-AVIS-SOC-GLASSDOOR-E10686_P1.html,Atos,"Dec 13, 2019","Equilibre pro / perso
Ambiance au sein des équipes","La rémunération
Diversité des missions
Evolution salariale",Employé actuel,Manager,Casablanca,3.3,3.0
