,file,society,city,size,secteur,fondation,website
70,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13761-INFO-SOC-GLASSDOOR-E1366034_P1.html,Artefact,Paris,De 501 à 1 000 employés, Conseils, Inconnu,None
71,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13627-INFO-SOC-GLASSDOOR-E253618_P1.html,Concordia University,"Montréal, QC (Canada)",De 5 001 à 10 000 employés, Enseignement supérieur et universités, Inconnu,None
72,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13630-INFO-SOC-GLASSDOOR-E456207_P1.html,Eidos Montreal,"Montréal, QC (Canada)",Entre 201 et 500 employés, Jeux vidéo, Inconnu,None
73,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13772-INFO-SOC-GLASSDOOR-E3974_P1.html,SKF,Gothenburg (Suède),Plus de 10 000 employés, Fabrication industrielle, 1907,None
74,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13596-INFO-SOC-GLASSDOOR-E111193_P1.html,Lacoste,Paris,De 5 001 à 10 000 employés," Magasins de chaussures, de vêtements et grands magasins", 1933,None
75,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13587-INFO-SOC-GLASSDOOR-E1838_P1.html,Robert Half,"Menlo Park, CA (États-Unis)",Plus de 10 000 employés, Recrutement et sous-traitance, 1948,None
76,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13705-INFO-SOC-GLASSDOOR-E2762239_P1.html,Sanofi Pasteur,Inconnu, Inconnu, Inconnu, Inconnu,None
77,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13704-INFO-SOC-GLASSDOOR-E9347_P1.html,Sanofi,Paris,Plus de 10 000 employés, Biotechnologies et pharmaceutique, 1973,None
78,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13764-INFO-SOC-GLASSDOOR-E1164584_P1.html,Artefacts Studio,Villeurbanne,De 1 à 50 employés, Inconnu, 2003,None
79,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13661-INFO-SOC-GLASSDOOR-E633820_P1.html,Sii Poland,Varsovie (Pologne),De 1 001 à 5 000 employés, Services informatiques, 2006,None
80,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13778-INFO-SOC-GLASSDOOR-E9028_P1.html,Gfi Informatique,"Saint-Ouen, Île-de-France",Plus de 10 000 employés, Services informatiques, 1995,None
81,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13646-INFO-SOC-GLASSDOOR-E3489_P1.html,LVMH,Paris,Plus de 10 000 employés, Autres magasins de détail, 1987,None
82,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13796-INFO-SOC-GLASSDOOR-E3054_P1.html,Accor,Paris,Plus de 10 000 employés," Hôtels, motels et stations de tourisme", 1967,None
83,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13769-INFO-SOC-GLASSDOOR-E658429_P1.html,Phaidon International,"Londres, Angleterre (Royaume-Uni)",De 501 à 1 000 employés, Recrutement et sous-traitance, 2004,None
84,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13552-INFO-SOC-GLASSDOOR-E2131167_P1.html,Atos Consulting,Nyon (Suisse),De 1 001 à 5 000 employés, Inconnu, Inconnu,None
85,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13645-INFO-SOC-GLASSDOOR-E14590_P1.html,Sephora,"San Francisco, CA (États-Unis)",Plus de 10 000 employés, Salons de beauté et magasins d'accessoires, 1969,None
86,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13805-INFO-SOC-GLASSDOOR-E846722_P1.html,OTV,"Saint-Maurice, Alsace",Plus de 10 000 employés, Services publics de distribution, 1980,None
87,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13598-INFO-SOC-GLASSDOOR-E1363502_P1.html,Lacoste Traiteur,Eysines,De 51 à 200 employés, Inconnu, Inconnu,None
88,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13717-INFO-SOC-GLASSDOOR-E1187250_P1.html,Sopra Steria Recruitment,"Reading, Angleterre (Royaume-Uni)",De 51 à 200 employés, Recrutement et sous-traitance, 1979,None
89,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13624-INFO-SOC-GLASSDOOR-E397805_P1.html,STM,"Montréal, QC (Canada)",De 5 001 à 10 000 employés, Secteur ferroviaire, 1861,None
90,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13562-INFO-SOC-GLASSDOOR-E1303620_P1.html,2S2I Solutions & Services,Montpellier,De 51 à 200 employés, Services informatiques, 2007,None
91,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13689-INFO-SOC-GLASSDOOR-E2098670_P1.html,Adsearch,Paris,De 51 à 200 employés, Inconnu, Inconnu,None
92,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13729-INFO-SOC-GLASSDOOR-E234791_P1.html,Astek Group,"Altrincham, Angleterre (Royaume-Uni)",De 1 à 50 employés, Fabrication de produits de soins de santé, Inconnu,None
93,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13724-INFO-SOC-GLASSDOOR-E1126011_P1.html,alptis assurances,Lyon,Entre 201 et 500 employés, Inconnu, 1976,None
94,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13628-INFO-SOC-GLASSDOOR-E235643_P1.html,University of Montreal,"Montréal, QC (Canada)",De 5 001 à 10 000 employés, Enseignement supérieur et universités, Inconnu,None
95,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13758-INFO-SOC-GLASSDOOR-E5694_P1.html,OpenText,"Waterloo, ON (Canada)",Plus de 10 000 employés, Solutions logicielles et réseau d'entreprise, 1992,None
96,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13564-INFO-SOC-GLASSDOOR-E4245_P1.html,Bayer,Leverkusen (Allemagne),Plus de 10 000 employés, Biotechnologies et pharmaceutique, 1863,None
97,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13546-INFO-SOC-GLASSDOOR-E12966_P1.html,Devoteam,Levallois-Perret,De 1 001 à 5 000 employés, Services informatiques, 1995,None
98,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13702-INFO-SOC-GLASSDOOR-E1159854_P1.html,Kendo,"San Francisco, CA (États-Unis)",Entre 201 et 500 employés, Salons de beauté et magasins d'accessoires, Inconnu,None
99,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13722-INFO-SOC-GLASSDOOR-E1256638_P1.html,Group Adaming,Paris,De 501 à 1 000 employés, Services informatiques, 2010,None
100,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13713-INFO-SOC-GLASSDOOR-E3142186_P1.html,Crédit Agricole,Paris,Inconnu, Inconnu, Inconnu,None
101,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13653-INFO-SOC-GLASSDOOR-E454220_P1.html,Loria,Vandoeuvre,De 501 à 1 000 employés, Recherche et développement, Inconnu,None
102,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13647-INFO-SOC-GLASSDOOR-E241449_P1.html,Statkraft AS,Oslo (Norvège),Entre 201 et 500 employés, Services publics de distribution, Inconnu,None
103,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13676-INFO-SOC-GLASSDOOR-E1130981_P1.html,Groupe Altice Média,Paris,De 501 à 1 000 employés, Inconnu, Inconnu,None
104,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13783-INFO-SOC-GLASSDOOR-E231247_P1.html,ACCEO Solutions,"Montréal, QC (Canada)",De 501 à 1 000 employés, Solutions logicielles et réseau d'entreprise, 1988,None
105,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13728-INFO-SOC-GLASSDOOR-E200717_P1.html,Astek,Paris,De 1 001 à 5 000 employés, Services informatiques, 1988,None
106,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13650-INFO-SOC-GLASSDOOR-E809243_P1.html,ITS,"Burnaby, BC (Canada)",De 1 à 50 employés, Biotechnologies et pharmaceutique, 2008,None
107,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13701-INFO-SOC-GLASSDOOR-E1132974_P1.html,Les Echos,Paris,Entre 201 et 500 employés, Édition, 1908,None
108,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13636-INFO-SOC-GLASSDOOR-E1303620_P1.html,2S2I Solutions & Services,Montpellier,De 51 à 200 employés, Services informatiques, 2007,None
109,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13634-INFO-SOC-GLASSDOOR-E7633_P1.html,NVIDIA,"Santa Clara, CA (États-Unis)",Plus de 10 000 employés, Matériel et logiciels informatiques, 1993,None
110,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13673-INFO-SOC-GLASSDOOR-E1464013_P1.html,Paris Inn Group,Paris,De 501 à 1 000 employés, Inconnu, Inconnu,None
111,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13660-INFO-SOC-GLASSDOOR-E26056_P1.html,Groupe SII,Paris,De 1 001 à 5 000 employés, Services informatiques, 1979,None
112,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13625-INFO-SOC-GLASSDOOR-E192082_P1.html,Polytechnique Montréal,"Montréal, QC (Canada)",De 1 001 à 5 000 employés, Enseignement supérieur et universités, 1873,None
113,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13586-INFO-SOC-GLASSDOOR-E649071_P1.html,Groupe Creative,Rennes,Entre 201 et 500 employés, Services d'architecture et d'ingénierie, 2009,None
114,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13604-INFO-SOC-GLASSDOOR-E37990_P1.html,Volvo Cars,Gothenburg (Suède),Plus de 10 000 employés, Fabrication industrielle, 1927,None
115,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13802-INFO-SOC-GLASSDOOR-E3127620_P1.html,LA REDOUTE,Roubaix,Inconnu, Inconnu, Inconnu,None
116,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13718-INFO-SOC-GLASSDOOR-E1881876_P1.html,CITECH,Paris,De 51 à 200 employés, Services informatiques, 2013,None
117,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13623-INFO-SOC-GLASSDOOR-E1146056_P1.html,Montreal Associates,"Londres, Angleterre (Royaume-Uni)",De 51 à 200 employés, Recrutement et sous-traitance, 1978,None
118,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13574-INFO-SOC-GLASSDOOR-E1130973_P1.html,Groupe Adéquat,Lyon,De 501 à 1 000 employés, Recrutement et sous-traitance, 1987,None
119,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13652-INFO-SOC-GLASSDOOR-E788645_P1.html,ITS Group,Boulogne-Billancourt,De 1 001 à 5 000 employés, Services informatiques, 1997,None
120,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13710-INFO-SOC-GLASSDOOR-E476908_P1.html,CACIB,Paris,De 5 001 à 10 000 employés, Investissements bancaires et gestion d'actifs, 1994,None
121,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13755-INFO-SOC-GLASSDOOR-E1762947_P1.html,Open Minds Open Hearts Day Care,"New Orleans, LA (États-Unis)",De 1 à 50 employés, Inconnu, Inconnu,None
122,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13668-INFO-SOC-GLASSDOOR-E1127933_P1.html,cerema,"Bron, Rhône-Alpes",De 1 001 à 5 000 employés, Inconnu, 2014,None
123,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13699-INFO-SOC-GLASSDOOR-E3489_P1.html,LVMH,Paris,Plus de 10 000 employés, Autres magasins de détail, 1987,None
124,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13559-INFO-SOC-GLASSDOOR-E13824_P1.html,SolidWorks,"Waltham, MA (États-Unis)",De 501 à 1 000 employés, Matériel et logiciels informatiques, 1993,None
125,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13643-INFO-SOC-GLASSDOOR-E2411165_P1.html,Altran Telnet,Entre 201 et 500 employés, Inconnu, Inconnu, Inconnu,None
126,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13771-INFO-SOC-GLASSDOOR-E1125581_P1.html,Adthink-Media,Tassin,De 51 à 200 employés, Inconnu, 2001,None
127,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13576-INFO-SOC-GLASSDOOR-E18712_P1.html,Modis,Zurich (Suisse),De 5 001 à 10 000 employés, Recrutement et sous-traitance, 1994,None
128,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13677-INFO-SOC-GLASSDOOR-E1063459_P1.html,CALIDA Group,Sursee (Suisse),Inconnu, Inconnu, 1941,None
129,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13617-INFO-SOC-GLASSDOOR-E139323_P1.html,CNH Industrial Capital,"Racine, WI (États-Unis)",Entre 201 et 500 employés, Prêt, Inconnu,None
130,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13550-INFO-SOC-GLASSDOOR-E10686_P1.html,Atos,Bezons,Plus de 10 000 employés, Services informatiques, 1919,None
131,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13571-INFO-SOC-GLASSDOOR-E1061225_P1.html,Expertime,Viroflay,De 51 à 200 employés, Services informatiques, 2003,None
132,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13736-INFO-SOC-GLASSDOOR-E410527_P1.html,Thales-Raytheon Systems,"Fullerton, CA (États-Unis)",De 501 à 1 000 employés, Gestion des transports, 2001,None
133,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13725-INFO-SOC-GLASSDOOR-E10842_P1.html,Plastic Omnium,Plus de 10 000 employés, 1946, Fabrication d'équipement de transport, 1946,None
134,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13777-INFO-SOC-GLASSDOOR-E116383_P1.html,GFI,Moscou (Russie),De 51 à 200 employés, Jeux vidéo, Inconnu,None
135,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13551-INFO-SOC-GLASSDOOR-E794111_P1.html,Atos,Sesto Calende (Italie),Entre 201 et 500 employés, Fabrication d'appareils électriques et électroniques, Inconnu,None
136,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13575-INFO-SOC-GLASSDOOR-E1922609_P1.html,Multimedia France Productions,Paris,De 51 à 200 employés, Inconnu, Inconnu,None
137,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13640-INFO-SOC-GLASSDOOR-E427636_P1.html,Altran Engineering Solution,Nice,De 501 à 1 000 employés, Fabrication industrielle, 2006,None
138,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13709-INFO-SOC-GLASSDOOR-E1365869_P1.html,Groupe Crédit Agricole du Maroc,Rabat (Maroc),De 501 à 1 000 employés, Banques et organismes de crédit, Inconnu,None
139,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13723-INFO-SOC-GLASSDOOR-E373493_P1.html,Micropole,Levallois-Perret,De 1 001 à 5 000 employés, Conseils, 1987,None
140,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13648-INFO-SOC-GLASSDOOR-E1137726_P1.html,Sparklane,Paris,De 1 à 50 employés, Solutions logicielles et réseau d'entreprise, 2009,None
